monitoring_time,data_mm_jugy,data_mm_iqr,data_mm_range,1H_wmedian_jugy,1H_wmedian_mask,1H_wmedian_range,1H_wmedian_iqr,1H_sum_mima,1H_sum_max
2024/6/14 15:07,-0.156672479,0.001915667,0.018352,0.034834383,1,0.019482667,0.000741333,0,0.662708336
2024/6/14 16:07,-0.156672479,0.001915667,0.018352,0.035039693,1,0.019482667,0.000741333,0.001191611,0.662708336
2024/6/14 17:07,-0.157834932,0.001915667,0.018352,0.035245004,1,0.019482667,0.000741333,0.023832221,0.662708336
2024/6/14 18:07,-0.156963092,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0.000238322,0.662708336
2024/6/14 19:07,-0.156454519,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0.043612965,0.662708336
2024/6/14 20:07,-0.156672479,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0.001191611,0.662708336
2024/6/14 20:34,-0.156672479,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0,0.662708336
2024/6/14 21:04,-0.157399012,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0,0.662708336
2024/6/14 22:07,-0.157399012,0.001915667,0.018352,0.036134684,1,0.019482667,0.000741333,0,0.662708336
2024/6/14 23:07,-0.156672479,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0,0.662708336
2024/6/15 0:07,-0.156236559,0.001915667,0.018352,0.036134684,1,0.019482667,0.000741333,0,0.662708336
2024/6/15 1:07,-0.155582679,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0.004051478,0.662708336
2024/6/15 2:07,-0.156454519,0.001915667,0.018352,0.035450315,1,0.019482667,0.000741333,0.008341277,0.662708336
2024/6/15 3:07,-0.155582679,0.001915667,0.018352,0.035039693,1,0.019482667,0.000741333,0.058388942,0.662708336
2024/6/15 4:07,-0.156672479,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0.114394662,0.662708336
2024/6/15 5:07,-0.155582679,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0.137035272,0.662708336
2024/6/15 6:07,-0.156672479,0.001915667,0.018352,0.036134684,1,0.019482667,0.000741333,0,0.662708336
2024/6/15 7:07,-0.156672479,0.001915667,0.018352,0.035245004,1,0.019482667,0.000741333,0,0.662708336
2024/6/15 8:07,-0.157181052,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0.013822688,0.662708336
2024/6/15 9:07,-0.156236559,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0,0.662708336
2024/6/15 10:07,-0.156672479,0.001915667,0.018352,0.036750616,1,0.019482667,0.000741333,0,0.662708336
2024/6/15 11:07,-0.156672479,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0.000238322,0.662708336
2024/6/15 12:07,-0.157399012,0.001915667,0.018352,0.036750616,1,0.019482667,0.000741333,0,0.662708336
2024/6/15 13:07,-0.156963092,0.001915667,0.018352,0.035929373,1,0.019482667,0.000741333,0.000953289,0.662708336
2024/6/15 14:07,-0.156672479,0.001915667,0.018352,0.036750616,1,0.019482667,0.000741333,0.0042898,0.662708336
2024/6/15 15:07,-0.156236559,0.001915667,0.018352,0.036134684,1,0.019482667,0.000741333,0,0.662708336
2024/6/15 16:07,-0.156672479,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0,0.662708336
2024/6/15 17:07,-0.156236559,0.001915667,0.018352,0.035039693,1,0.019482667,0.000741333,0,0.662708336
2024/6/15 18:07,-0.156672479,0.001915667,0.018352,0.035381878,1,0.019482667,0.000741333,0.000476644,0.662708336
2024/6/15 19:07,-0.156672479,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0.26620591,0.662708336
2024/6/15 20:07,-0.156672479,0.001915667,0.018352,0.035929373,1,0.019482667,0.000741333,0,0.662708336
2024/6/15 21:07,-0.156672479,0.001915667,0.018352,0.035450315,1,0.019482667,0.000741333,0,0.662708336
2024/6/15 22:07,-0.156672479,0.001915667,0.018352,0.034629072,1,0.019482667,0.000741333,0,0.662708336
2024/6/15 23:07,-0.157181052,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0.000476644,0.662708336
2024/6/16 0:07,-0.157399012,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0.009532888,0.662708336
2024/6/16 1:07,-0.157616972,0.001915667,0.018352,0.035929373,1,0.019482667,0.000741333,0.051477598,0.662708336
2024/6/16 2:07,-0.157399012,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0.002859867,0.662708336
2024/6/16 3:07,-0.156672479,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 4:07,-0.156018599,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 5:07,-0.156672479,0.001915667,0.018352,0.035929373,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 6:07,-0.155800639,0.001915667,0.018352,0.035245004,1,0.019482667,0.000741333,0.002383222,0.662708336
2024/6/16 7:07,-0.156672479,0.001915667,0.018352,0.036750616,1,0.019482667,0.000741333,0.001429933,0.662708336
2024/6/16 8:07,-0.156018599,0.001915667,0.018352,0.035929373,1,0.019482667,0.000741333,0.001429933,0.662708336
2024/6/16 9:04,-0.156672479,0.001915667,0.018352,0.035245004,1,0.019482667,0.000741333,0.030981888,0.662708336
2024/6/16 10:07,-0.156672479,0.001915667,0.018352,0.035929373,1,0.019482667,0.000741333,0.001668255,0.662708336
2024/6/16 11:07,-0.156454519,0.001915667,0.018352,0.035724062,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 12:07,-0.155800639,0.001915667,0.018352,0.036237339,1,0.019482667,0.000741333,0.000238322,0.662708336
2024/6/16 12:34,-0.156018599,0.001915667,0.018352,0.036545305,1,0.019482667,0.000741333,0.201143947,0.662708336
2024/6/16 13:04,-0.155074106,0.001915667,0.018352,0.016151109,1,0.019482667,0.000741333,0.000238322,0.662708336
2024/6/16 13:34,-0.138291194,0.001915667,0.018352,0.015740487,1,0.019482667,0.000741333,0.003813155,0.662708336
2024/6/16 14:04,-0.138291194,0.001915667,0.018352,0.01656173,1,0.019482667,0.000741333,0.0064347,0.662708336
2024/6/16 14:34,-0.138291194,0.001915667,0.018352,0.017246099,1,0.019482667,0.000741333,0.025738799,0.662708336
2024/6/16 15:04,-0.138291194,0.001915667,0.018352,0.016356419,1,0.019482667,0.000741333,0.019780744,0.662708336
2024/6/16 15:34,-0.138291194,0.001915667,0.018352,0.016151109,1,0.019482667,0.000741333,0.023117255,0.662708336
2024/6/16 16:04,-0.096733508,0.001915667,0.018352,0.016767041,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 16:34,-0.05822726,0.001915667,0.018352,0.017246099,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 17:04,-0.034469631,0.001915667,0.018352,0.016151109,1,0.019482667,0.000741333,0.008817922,0.662708336
2024/6/16 17:34,-0.011438535,0.001915667,0.018352,0.016151109,1,0.019482667,0.000741333,0.003813155,0.662708336
2024/6/16 18:04,0.02546934,0.001915667,0.018352,0.016356419,1,0.019482667,0.000741333,0.040038132,0.662708336
2024/6/16 18:34,0.068334786,0.001915667,0.018352,0.016151109,1,0.019482667,0.000741333,0.106053384,0.662708336
2024/6/16 19:04,0.132197036,0.001915667,0.018352,0.016151109,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 19:34,0.174190642,0.001915667,0.018352,0.016151109,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 20:04,0.303295554,0.001915667,0.018352,0.016151109,1,0.019482667,0.000741333,0.001906578,0.662708336
2024/6/16 20:14,0.424844522,0.001915667,0.018352,0.016356419,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 20:14,0.446495205,0.001915667,0.018352,0.015740487,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 20:15,0.446277245,0.001915667,0.018352,0.016151109,1,0.019482667,0.000741333,0.000714967,0.662708336
2024/6/16 20:16,0.465457716,0.001915667,0.018352,0.016767041,1,0.019482667,0.000741333,0.000714967,0.662708336
2024/6/16 20:17,0.488924731,0.001915667,0.018352,0.016151109,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 20:18,0.509267655,0.001915667,0.018352,0.016356419,1,0.019482667,0.000741333,0.002859867,0.662708336
2024/6/16 20:19,0.551188608,0.001915667,0.018352,0.016151109,1,0.019482667,0.000741333,0.007149666,0.662708336
2024/6/16 20:20,0.571531532,0.001915667,0.018352,0.016048453,1,0.019482667,0.000741333,0.001906578,0.662708336
2024/6/16 20:21,0.593836094,0.001915667,0.018352,0.017040788,1,0.019482667,0.000741333,0.003813155,0.662708336
2024/6/16 20:22,0.612507992,0.001915667,0.018352,0.016698604,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 20:23,0.635393781,0.001915667,0.018352,0.016459075,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 20:24,0.656099971,0.001915667,0.018352,0.016801259,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 20:25,0.696277245,0.001915667,0.018352,0.01656173,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 20:26,0.717709968,0.001915667,0.018352,0.016151109,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 20:27,0.739578611,0.001915667,0.018352,0.016390638,1,0.019482667,0.000741333,0,0.662708336
2024/6/16 20:28,0.758468468,0.001915667,0.018352,0.016151109,1,0.019482667,0.000741333,0.476882745,0.662708336
2024/6/16 20:29,0.802569021,0.001915667,0.018352,0.016356419,1,0.019482667,0.000741333,0.253813155,0.662708336
2024/6/16 20:30,0.822112758,0.001915667,0.018352,0.017246099,1,0.019482667,0.000741333,0,0.662708336
,,,,0.015056118,1,0.019482667,0.000741333,0.001191611,0.662708336
,,,,-0.002326855,1,0.019482667,0.000741333,0.062678742,0.662708336
,,,,-0.003216534,1,0.019482667,0.000741333,0.0042898,0.662708336
,,,,-0.003421845,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.002942787,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.003421845,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.002942787,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006433069,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.007322748,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006227758,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.005543389,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006022447,1,0.019482667,0.000741333,0.000238322,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0.000714967,0.662708336
,,,,-0.006433069,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.005543389,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0.001191611,0.662708336
,,,,-0.006022447,1,0.019482667,0.000741333,0.030981888,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006912127,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006227758,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.007322748,1,0.019482667,0.000741333,0.001668255,0.662708336
,,,,-0.005543389,1,0.019482667,0.000741333,0.000238322,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006912127,1,0.019482667,0.000741333,0.000238322,0.662708336
,,,,-0.00773337,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006912127,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.007117438,1,0.019482667,0.000741333,0.000953289,0.662708336
,,,,-0.00773337,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006227758,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.005543389,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.005543389,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006227758,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.007117438,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.004927457,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0.012631077,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0.011201144,0.662708336
,,,,-0.005543389,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006433069,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.005817137,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.005543389,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.005543389,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.007322748,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006912127,1,0.019482667,0.000741333,0.020972355,0.662708336
,,,,-0.006022447,1,0.019482667,0.000741333,0.000476644,0.662708336
,,,,-0.006433069,1,0.019482667,0.000741333,0.11963775,0.662708336
,,,,-0.006227758,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0.002859867,0.662708336
,,,,-0.006022447,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006022447,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.005817137,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006912127,1,0.019482667,0.000741333,0.001191611,0.662708336
,,,,-0.007322748,1,0.019482667,0.000741333,0.001668255,0.662708336
,,,,-0.006022447,1,0.019482667,0.000741333,0.000953289,0.662708336
,,,,-0.006227758,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006433069,1,0.019482667,0.000741333,0.003098189,0.662708336
,,,,-0.005817137,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006227758,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006227758,1,0.019482667,0.000741333,0.000953289,0.662708336
,,,,-0.006912127,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006227758,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006227758,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.005338078,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.005543389,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006227758,1,0.019482667,0.000741333,0.000476644,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0.002383222,0.662708336
,,,,-0.007117438,1,0.019482667,0.000741333,0.014775977,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0.013822688,0.662708336
,,,,-0.006912127,1,0.019482667,0.000741333,0.053145853,0.662708336
,,,,-0.006433069,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006227758,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0.000476644,0.662708336
,,,,-0.007117438,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.007528059,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006227758,1,0.019482667,0.000741333,0.000714967,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.005817137,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006433069,1,0.019482667,0.000741333,0.008341277,0.662708336
,,,,-0.005543389,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006638379,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.006022447,1,0.019482667,0.000741333,0.000238322,0.662708336
,,,,-0.005543389,1,0.019482667,0.000741333,0.001668255,0.662708336
,,,,-0.007322748,1,0.019482667,0.000741333,0.015014299,0.662708336
,,,,-0.006672598,1,0.019482667,0.000741333,0.104861773,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0.410390848,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0.071734986,0.662708336
,,,,-0.022721051,1,0.019482667,0.000741333,0.000953289,0.662708336
,,,,-0.022105119,1,0.019482667,0.000741333,0.006673022,0.662708336
,,,,-0.02251574,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022721051,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0.000714967,0.662708336
,,,,-0.023200109,1,0.019482667,0.000741333,0.016920877,0.662708336
,,,,-0.022721051,1,0.019482667,0.000741333,0.001191611,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02340542,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021626061,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02340542,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022721051,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022721051,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022105119,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.023200109,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02251574,1,0.019482667,0.000741333,0.009056244,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.064585319,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02251574,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0.000476644,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.007626311,0.662708336
,,,,-0.02251574,1,0.019482667,0.000741333,0.005719733,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.001906578,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021626061,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02142075,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021626061,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022105119,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022721051,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022721051,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021626061,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02251574,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02251574,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.000476644,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02142075,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.000953289,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.005958055,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021215439,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021215439,1,0.019482667,0.000741333,0.000238322,0.662708336
,,,,-0.021010129,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.005719733,0.662708336
,,,,-0.022105119,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021626061,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02142075,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021010129,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.003574833,0.662708336
,,,,-0.02142075,1,0.019482667,0.000741333,0.000953289,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.000238322,0.662708336
,,,,-0.021010129,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.004051478,0.662708336
,,,,-0.021215439,1,0.019482667,0.000741333,0.017159199,0.662708336
,,,,-0.02142075,1,0.019482667,0.000741333,0.005958055,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.011677788,0.662708336
,,,,-0.021010129,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021010129,1,0.019482667,0.000741333,0.000953289,0.662708336
,,,,-0.020804818,1,0.019482667,0.000741333,0.015014299,0.662708336
,,,,-0.022105119,1,0.019482667,0.000741333,0.006673022,0.662708336
,,,,-0.02142075,1,0.019482667,0.000741333,0.029790276,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.006911344,0.662708336
,,,,-0.020804818,1,0.019482667,0.000741333,0.003336511,0.662708336
,,,,-0.021626061,1,0.019482667,0.000741333,0.048141087,0.662708336
,,,,-0.02251574,1,0.019482667,0.000741333,0.007149666,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.018112488,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.069113441,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.019065777,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.010962822,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0.003336511,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021626061,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02142075,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021010129,1,0.019482667,0.000741333,0.000238322,0.662708336
,,,,-0.023200109,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021626061,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.020804818,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.023200109,1,0.019482667,0.000741333,0.000238322,0.662708336
,,,,-0.022926362,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021626061,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021626061,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02251574,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02251574,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022721051,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022721051,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
